,Androgen,EGFR,Estrogen,Hypoxia,JAK-STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,WNT,p53,cell_type,disease,sample
S_2103_004037_PT,4.139745245062934,-1.71641477316005,-1.037216059609607,2.6387763730986085,0.03898917680066655,-5.9084237506743,-2.477221105170473,-7.475019513995506,0.9938374043652005,2.035558605127165,-0.633459569448282,-0.06283039527107398,-1.4180520936793584,-7.482491477311703,PT,Lean Control,S_2103_004037
S_2103_004046_PT,4.45051371491673,-1.270541614515771,-0.7148859085855456,2.157164634478499,0.291764509734325,-6.273770422455614,-2.6329285054576643,-6.94285340003538,0.9346603211450173,2.224419355267777,-1.237507206959345,0.3456032565615229,-1.2962390460893147,-7.502310496590934,PT,Lean Control,S_2103_004046
S_2103_004064_PT,3.59088225941793,-1.356564211384624,-2.9593584629859673,1.5503432142780151,-0.04734307463802325,-2.9699955138706136,-0.8580445540182168,-3.3431191170644206,2.6926042421907703,0.650488995896327,-1.0670312395915222,-1.1696729326284891,-1.3768150014617364,-8.117652672111916,PT,Type 1 Diabetes,S_2103_004064
S_2103_004073_PT,4.184984917733946,-0.9315502759224271,-1.1720016586990962,1.8593529612510644,0.40398917025520464,-6.3575297452663975,-2.567811770320617,-8.03679609044793,0.6786687708476138,2.068172745946832,-0.4773065332276315,0.10592535454184025,-1.5673816947366965,-7.314593941541069,PT,Type 1 Diabetes,S_2103_004073
S_2103_004091_PT,3.4683057885940336,-2.858826860956601,-0.8501417326765203,1.2461099414367356,0.087863809643537,-3.9640651816790617,-3.0959897056388788,-4.05798264086337,1.1018009490566099,2.250777495172874,-2.6713431162708954,-0.5266435830530619,-1.3112916614896521,-9.300828934478957,PT,Lean Control,S_2103_004091
S_2103_004100_PT,4.2723393064676936,0.4031498135615464,-0.8773026484486126,2.010446395188443,2.8702909584316525,-5.8312401621996734,-3.232785282901753,-7.63548115969826,1.091843990254446,3.253382965939434,0.04206849316146041,-0.2221326408792696,-1.6599974997243963,-6.918265084576109,PT,Type 1 Diabetes,S_2103_004100
S_2103_004109_PT,4.027731217933984,-1.4024378115918603,-0.7572509558205784,2.391223176706843,-0.10946940202809134,-5.710590665413311,-2.239167729323522,-6.717160656784389,0.871412894341405,1.6149813057809197,-0.6280713147266344,-0.06888425912605843,-1.5767149294295104,-8.562811735495576,PT,Type 1 Diabetes,S_2103_004109
S_2103_004118_PT,4.06752369518041,-0.581379197614464,-0.8868088860398852,2.2248726757793262,-0.06311535740422104,-6.2616306909317965,-2.6380511245137876,-6.882227594281837,0.7376626289099373,2.2401007461727853,0.050732509838008644,-1.2573606876562873,-1.7860097658826983,-7.435886621438559,PT,Type 1 Diabetes,S_2103_004118
S_2103_004127_PT,4.400307645950008,-1.3070910855209192,-1.3145203783479138,2.477962001722437,-0.29715675322044316,-6.124371578515387,-2.6075678682578722,-7.57840689033189,0.6302422730530476,1.8909113267530928,0.06512514684833523,-0.7218624295811741,-1.0571763413997692,-6.9352059054010375,PT,Lean Control,S_2103_004127
S_2103_004145_PT,4.214228738286234,-1.5596641794623747,-0.6008996744218613,2.495027707913007,0.17664969388203805,-5.8174393013538115,-2.5694849551662298,-7.174877746332881,0.8715460064439362,2.3175735242417064,-1.1076942567213457,0.005734949110363848,-1.7656518083660389,-7.514998851902009,PT,Type 1 Diabetes,S_2103_004145
S_2103_004154_PT,3.828275909340045,-0.7535457801693739,-0.8718316487603868,2.759747877799561,1.3843260450772292,-6.3138776765662925,-2.5112309332492293,-7.477647191566694,0.9421084134348675,2.2665693783199408,-0.6210169252341526,-0.3138116511301854,-1.7064000211791444,-7.2914377262773895,PT,Type 1 Diabetes,S_2103_004154
S_2103_004163_PT,4.630779367079124,-0.6969216430697187,-1.0058642593408436,2.777162391496825,-0.27558613402328014,-6.324369388120004,-2.679655302581135,-7.445292712817227,0.6762043393089856,2.2435443119593286,-0.422712031319868,-0.659607023552137,-1.3295314492945334,-7.572548098584092,PT,Type 1 Diabetes,S_2103_004163
S_2103_004181_PT,4.540839386036034,-1.307302760248873,-1.4373239555861774,2.050198946959001,-0.10761480053105713,-5.6944850940313465,-2.748545143624997,-8.525711871806056,0.5687080951685737,2.2399900724018202,-0.3889306107404904,-0.44381131604502905,-1.450696874269862,-6.682195968227271,PT,Type 1 Diabetes,S_2103_004181
S_2107_023520_PT,4.5339882418845825,-1.972581665781287,-0.7517480338057095,4.3413732725340495,-0.4708597707955953,-5.81538924138827,-2.8359638510214573,-7.055834620434928,1.509154986727235,2.3915680324728443,-0.7281396473864538,-0.9226963060169608,-2.1587815173344578,-8.37934458475379,PT,Type 1 Diabetes,S_2107_023520
S_2107_023538_PT,4.970524549722622,-1.581455209933454,-1.5435524634901638,2.537564387519615,-0.1799184279472681,-6.252224021476482,-3.0130324306653193,-7.13161636589375,1.2031060103751852,2.4214630550765763,-0.42932733713503096,-0.8583431641824256,-1.9980682136648225,-7.363631431787801,PT,Lean Control,S_2107_023538
S_2107_023547_PT,4.240977980987362,-1.2118013164805932,-0.9694735270449641,2.999059493320054,-0.07191958179101274,-6.194455936477378,-2.5163240859132068,-7.815881414065375,0.9231389193369139,2.133997452943089,-0.9041173484788664,0.12116238501336617,-1.3752577516828002,-7.133420396089013,PT,Type 1 Diabetes,S_2107_023547
S_2107_023556_PT,4.928737167815432,-1.2685325878706242,-0.7011788458441044,2.891203634367564,-0.1011662474371602,-6.024945889597063,-2.274746541142427,-6.965973622813765,0.37353140142456653,1.9514918166591724,-1.0117483350910772,-0.19877997777032222,-1.457977767101142,-7.812646905042477,PT,Lean Control,S_2107_023556
S_2107_023592_PT,3.976693470186681,-0.6535025569543388,-1.20066117500183,2.06742210722697,-0.4207902882243801,-5.949772985316649,-2.459622124435983,-7.894615851471719,0.37265057033384896,1.9396475693899553,-0.16710369556305812,-0.5931173685231269,-0.6085105406494675,-7.4640304166880425,PT,Type 1 Diabetes,S_2107_023592
S_2107_023610_PT,4.374723077140908,-1.669083935765882,-0.9777838883274209,3.2239420581083094,-0.16525049981227577,-6.01385304982567,-2.3333772137172,-8.334207019686486,0.8737054945629167,1.9826222135495846,-0.9736428597716112,0.10735710912294762,-1.6730220571858865,-7.531065829493057,PT,Type 1 Diabetes,S_2107_023610
S_2107_023619_PT,3.7644954683880187,-1.19591506746149,-0.5632246108989744,3.382252742784973,-0.41369284465067463,-6.374386756526916,-3.072683226202819,-6.863037824449855,0.8052953105172358,2.9862258507324166,-1.1286183875395188,-0.02494371987869089,-1.5985593855477307,-6.98680833466408,PT,Lean Control,S_2107_023619
S_1907_004567_Podocytes,1.9766101037587422,-0.9634140185648262,-2.2717486817646386,-0.18009413009500527,2.9241253096699578,-1.6151555871650027,0.28160092150820054,-4.355462770005397,3.7844948795734275,0.06910440927836921,0.7405657383151049,-2.681004469723715,-0.2370436065919856,-6.955519248617138,Podocytes,Type 1 Diabetes,S_1907_004567
S_1907_004614_Podocytes,5.05511796801003,-0.6068003856309503,-1.1208047313154352,4.507742496835748,2.3269323110099878,-5.641000519032025,-3.0781889221555243,-6.049814345545038,1.9364060865788166,2.65253768170256,-1.9243958463312123,-0.7821186506876586,-1.788076920230174,-7.3261715171755855,Podocytes,Type 1 Diabetes,S_1907_004614
S_1907_004802_Podocytes,4.171214747294439,-0.6988101379283095,-1.0574198205795062,4.76017888589443,1.490997468906214,-5.056797000212499,-1.5639265474827881,-2.058112762603966,3.5991627743530636,1.4588503318316568,-2.8861014056674064,-1.0387260519612913,-0.9245059370919014,-8.578821535062128,Podocytes,Lean Control,S_1907_004802
S_2006_004078_Podocytes,4.859237081791955,0.9445042335086185,-2.1537606245186334,4.302828681800743,2.226131668231819,-7.625417678434536,-2.429900826023021,-6.8521784851015335,1.4796314112446762,2.1019213213872576,-1.914808552135412,-1.456339962605694,-1.2932568797746884,-7.407070805313039,Podocytes,Type 1 Diabetes,S_2006_004078
S_2007_002809_Podocytes,4.957199410028535,-2.4107461524186076,-1.5540629964407608,4.69107859141791,6.016655961944076,-5.474239510498893,-3.2222510651287326,-4.124487044963921,3.9701500674122663,3.2991175339032686,-2.3197644036128415,-1.0235200998603518,-1.789192309782749,-8.063659033795911,Podocytes,Type 1 Diabetes,S_2007_002809
S_2007_002950_Podocytes,3.8486786972232414,0.5939382718247285,-0.5731232413928935,5.157642211423082,2.147278014026647,-4.473124992099596,-1.6556822809098943,-4.262185277815863,2.9032796185446648,2.250917252725297,-0.5114647007531683,-0.8696225413998179,-1.330173741692948,-5.178676478875718,Podocytes,Type 1 Diabetes,S_2007_002950
S_2007_003091_Podocytes,4.711872776600103,-3.707134136975223,-1.0261391339510895,5.35014623865061,5.600076409618274,-3.108699188704435,-3.650478983365247,-4.420819438805281,3.281795658077903,3.271840136067998,-1.5639396264472005,-0.29704991887762466,-1.7250995288637576,-6.430101315232395,Podocytes,Type 1 Diabetes,S_2007_003091
S_2007_003138_Podocytes,3.4275948704343957,-0.4515370892788951,-2.7048175555984697,4.637131093671935,2.1262055487112703,-5.193843281682433,-1.46425874727873,-7.430596679891971,3.3591068343295865,1.5237307859650322,-1.2442528959973012,-0.8538512033327792,-1.9830387678724735,-6.1877380587604796,Podocytes,Type 1 Diabetes,S_2007_003138
S_2007_003840_Podocytes,6.0988365506902,-2.1471891528262357,-0.5625890078196074,5.474345477612551,3.557961356790441,-5.189276860366605,-1.692679058789602,-3.231447043983378,3.8008474001593613,1.8496707272540358,-2.3011056627246185,-0.4981252729852591,-1.6465255901606046,-8.009137944952903,Podocytes,Type 1 Diabetes,S_2007_003840
S_2007_003934_Podocytes,3.6085056259998924,-0.5860580426792503,-0.42277969219290434,3.5117537636901277,1.6798514002143847,-4.450180917510405,-2.838951305406428,-3.9010987377371005,0.7151890270102791,2.9227936047642356,-0.2696980579867503,-0.5029496838699208,-1.1175670026420004,-7.395111799940862,Podocytes,Type 1 Diabetes,S_2007_003934
S_2007_004216_Podocytes,6.0988365506902,-2.1471891528262357,-0.5625890078196074,5.474345477612551,3.557961356790441,-5.189276860366605,-1.692679058789602,-3.231447043983378,3.8008474001593613,1.8496707272540358,-2.3011056627246185,-0.4981252729852591,-1.6465255901606046,-8.009137944952903,Podocytes,Lean Control,S_2007_004216
S_2103_004019_Podocytes,4.517291123493187,-2.684612027122936,-0.13194107751262982,3.102426147218385,2.494494543503245,-4.90832565224069,-2.9424745603257936,-3.6407663574426556,3.6328634285094745,2.9121290624673755,-0.7843948542342641,-2.4280637019010127,-2.014272069771924,-8.633812234552368,Podocytes,Type 1 Diabetes,S_2103_004019
S_2103_004037_Podocytes,5.278141408992182,-2.4515112943135824,-0.3676282164830567,6.146046918975025,5.998411100428647,-6.614814869106233,-3.7574420565618643,-4.0464263893674035,3.978104170825546,3.87978117959513,-1.3112182980741476,-2.581862725019894,-1.582562829732617,-7.628163434525641,Podocytes,Lean Control,S_2103_004037
S_2103_004046_Podocytes,5.2959341009560745,-2.6772462104197294,-1.5486747773846705,4.722937211186463,4.530963344211895,-5.517461363481528,-2.135548895683859,-4.377421309555336,4.576208232486287,1.7654106139471146,-2.289262820606764,-1.412930846831117,-1.6925093388867054,-8.61840804350445,Podocytes,Lean Control,S_2103_004046
S_2103_004073_Podocytes,6.639216407064446,-1.3067344085287553,-1.575247364622159,5.2599105994015565,3.457412171174232,-5.581328799636494,-1.9352872458397918,-2.4961950417861605,4.86627542998298,1.551662163011221,-0.9738318041586523,-2.781589016865676,-1.252205902920513,-8.898425617884415,Podocytes,Type 1 Diabetes,S_2103_004073
S_2103_004100_Podocytes,2.157917981164036,-2.137647585341183,-1.8688797042851997,1.070176725632363,2.16435546211084,-4.066490141818914,-3.0180662045229814,-2.9723730859581057,1.3432711609746821,3.31314048003488,0.14622938735921623,-0.5607178996734812,-2.042231299103953,-8.42358006968667,Podocytes,Type 1 Diabetes,S_2103_004100
S_2103_004109_Podocytes,2.3116069924560305,-1.2776877145461023,-2.1140677661846303,0.3543284514309774,1.6043534693587505,-3.687843241043031,-1.2817341954353065,-3.178104200110958,0.9170597596868658,1.157969315327182,0.41350551679178665,0.18438919687299613,-0.9730646096859399,-8.150442628354444,Podocytes,Type 1 Diabetes,S_2103_004109
S_2103_004118_Podocytes,4.041763642510872,-1.9017306158207248,-2.4270601241349348,4.121141899272208,7.218300119677986,-4.499376420437383,-2.585399365068683,-2.3824050235997034,2.575598116992179,2.603617329070426,-1.4930819589939457,-2.0652347217771854,-1.1453859736806904,-7.82637532791064,Podocytes,Type 1 Diabetes,S_2103_004118
S_2103_004127_Podocytes,4.982845270396052,-2.7328486665858858,-0.6988931771537613,4.236670443879339,3.2979248021151455,-4.947492372382533,-2.0181628516273356,-4.552529016366472,4.942867581865761,1.8768606021226084,-1.2849317395244557,-2.312436155153348,-2.0431978878143657,-9.47906951253105,Podocytes,Lean Control,S_2103_004127
S_2103_004145_Podocytes,4.796561302063075,-1.385718053375736,-1.7432291958254331,4.486794281507395,3.336213954717032,-4.706137770449359,-2.417619250752776,-2.432541646669117,5.102495095665399,2.0290421368135596,-2.0421808742598477,-1.3390821482465878,-1.8974217040256047,-9.158474964432243,Podocytes,Type 1 Diabetes,S_2103_004145
S_2103_004154_Podocytes,2.212732993962246,-1.067999662141602,-1.006481865285618,3.6316430797920023,2.541844607452956,-5.768988255033015,-1.5851810613649733,-1.4159512787144353,2.6517459705774398,2.057198916073884,-0.2737567702820802,-2.376465434698195,-1.2685527493742335,-6.21091131588837,Podocytes,Type 1 Diabetes,S_2103_004154
S_2107_023538_Podocytes,5.020485218463357,-0.10483189559777367,-0.6830931422138654,3.0864460241309777,1.6808063183347528,-4.560443499430649,-2.4942726981582957,-0.4552590000686367,2.313116945367834,2.3374939852340386,-0.18156609430782486,0.36941974348418666,-0.11818045242187232,-7.443075478716138,Podocytes,Lean Control,S_2107_023538
S_2107_023556_Podocytes,6.553592359683583,-2.8660120667199287,0.18558673709240706,5.598582368139321,3.712664830395472,-4.596394114702364,-1.9846085438249583,-0.9190909495620534,5.047294612905783,1.9177690294455039,-3.048244547233493,-1.9935220190196625,-1.6831527862717526,-9.450756667822544,Podocytes,Lean Control,S_2107_023556
S_2107_023592_Podocytes,2.595622336876925,2.491366015731249,-1.0253083377156589,3.758670869586976,3.589497868964694,-4.790075374070836,-0.3126780075077239,-2.3289462640371332,1.4371702020966182,0.9800793045886288,-1.1559831015021322,0.9185305853357194,-0.8713763020509353,-7.901057909853589,Podocytes,Type 1 Diabetes,S_2107_023592
S_2107_023610_Podocytes,4.908365930454949,-2.1551270629377592,0.1303284781555901,5.737170136622717,2.1811487081577763,-5.547897051782625,-1.056702402383988,-0.28461648468105355,4.966184341109944,0.9840629202728389,-1.8143062631888915,-1.1721606107915281,-0.6221646735687556,-6.897044474525244,Podocytes,Type 1 Diabetes,S_2107_023610
S_1907_004567_T cells,2.2137284109994226,1.3687219947938825,-1.7525559511814117,2.7719116914082376,5.9905909425547765,-1.801120620921199,1.350501789750113,-3.1992814636034534,0.10103263873352884,0.9252410633626701,0.8622693407453677,0.13090639520154176,0.9218357966556946,-7.611239923398325,T cells,Type 1 Diabetes,S_1907_004567
S_1907_004614_T cells,2.4103854410972403,1.9788917314203753,-1.4838896595211415,1.2685891035387284,7.18492783759615,-3.999951599135451,-2.620384814641056,-4.302727078285282,0.3277377506862521,4.205350017826503,0.12556163085309494,0.7131771053141729,1.735125221068829,-9.447820676361717,T cells,Type 1 Diabetes,S_1907_004614
S_1907_004802_T cells,1.899111388935084,0.2684459327990948,-0.5306103825763472,1.5156691083336322,8.285601664248533,-0.47312534809612344,-0.23513590647993646,-3.0564778632843246,0.5291613346923524,2.6250762375890324,1.089591962735296,1.5902191607287242,0.5497444456651226,-9.969587400199622,T cells,Lean Control,S_1907_004802
S_1907_004896_T cells,1.4228249499171177,0.3237977843832023,-1.2358475642199205,2.245537664802367,6.458009176734153,-2.0726818799804256,0.5875028875326295,-5.421281002000237,1.3271505496585823,1.6921289080957713,0.17563546258714016,0.33749762345669604,1.1282826098757983,-6.313193525885532,T cells,Type 1 Diabetes,S_1907_004896
S_1907_005225_T cells,2.239873076399287,-0.374166849079549,-1.642155889711149,2.7314976302841982,8.449562449275641,-1.4107108629490526,0.5233321948121892,-4.2444318982786235,1.56431668149129,1.950395897100537,-0.8962704002189847,0.7461816251136851,1.0376732952741103,-10.418381351421493,T cells,Type 1 Diabetes,S_1907_005225
S_2006_004078_T cells,1.4264855686126168,1.1065531416920544,-1.0536506891792388,2.2078686719037615,7.669588289071886,-2.227334429402193,-0.28027725400195264,-4.762890721329486,0.37086347439802736,2.79063466816346,0.8226755756116846,0.5548991381172582,0.7531666886968772,-9.526979668824048,T cells,Type 1 Diabetes,S_2006_004078
S_2007_002809_T cells,0.33600139648524113,2.289631320283897,0.7171867445853515,0.3255483376095441,6.563016567852639,-0.9993676861378915,-0.32471336372570553,-2.6715917135152045,0.030325725429023957,1.7974017637152109,0.4403836654562127,-0.13144361432514723,0.6873047129213938,-10.300584180220794,T cells,Type 1 Diabetes,S_2007_002809
S_2007_002950_T cells,3.0623891159765013,0.23116812834547523,-0.582227737823698,1.0794069752488322,8.11340199030722,-2.03174576629737,0.6236780804636415,-3.453178778562876,1.1488231239848787,1.542053428005567,0.5771097479391987,0.43034631402663326,1.1197150618116885,-10.022862359360749,T cells,Type 1 Diabetes,S_2007_002950
S_2007_002997_T cells,1.576942896004067,-1.7483886879726949,-1.3286821407434928,1.935084475573226,7.547665261810561,-0.23660652667346152,0.6079222904943637,-4.347476740023434,0.5419190530855518,1.8391686133892358,-1.242488588980462,0.9289319099244995,0.7555988409357588,-8.665642040049104,T cells,Lean Control,S_2007_002997
S_2007_003044_T cells,2.053825471735785,0.441012851405504,-1.2230214131390529,1.4543934974450499,12.083134323799356,-0.5909121490877153,0.5945446688228687,-4.806194250824707,0.5650398246870472,1.6724887838422844,-0.6545478313184915,1.6203746281552105,0.6041541376388166,-9.929515468194321,T cells,Type 1 Diabetes,S_2007_003044
S_2007_003091_T cells,1.6471679998439832,1.0589098738050566,-1.3805307028924914,1.3553995019293013,8.823255557987697,-2.0089532654812876,1.4824638181555345,-2.963958145006034,0.6282845290546482,1.1697958744014838,0.7209406193478314,1.2821908056716824,1.1717136669644952,-7.942592219499263,T cells,Type 1 Diabetes,S_2007_003091
S_2007_003138_T cells,2.559875754982139,0.8789813632750314,-2.0834454680454564,1.7867773705331755,8.79647695228237,-2.7839343370874117,-0.10339554845675163,-4.783419863126216,-0.009826002719964463,2.4182222663815347,0.7242336665070961,1.0524490743666162,0.8167409188030255,-8.749661815877943,T cells,Type 1 Diabetes,S_2007_003138
S_2007_003793_T cells,2.0154458622603735,1.1483746615223067,-0.7309276105380477,1.7818603263451418,8.109099339258426,-1.9985160925980856,-0.9059315044953059,-3.7016160602811383,0.5669457512954588,3.2548141924591634,0.37525285923571494,0.6561083053681807,0.7288030675296946,-9.890857131467756,T cells,Type 1 Diabetes,S_2007_003793
S_2007_003840_T cells,1.5289241454089428,1.898980817177236,-0.9960380320210599,0.993247168252834,5.602897319545164,-3.6115390164946515,-0.4628218507589782,-3.6789859561242797,0.08284700385156768,3.2486636542366263,0.12263597084767097,1.3169918934639588,0.5440884175955006,-9.219702350389662,T cells,Type 1 Diabetes,S_2007_003840
S_2007_004028_T cells,2.067349799662018,0.4563442831166587,-1.5570008627071121,2.2277754353037826,9.625688646302738,-1.708529012977293,0.014203230627112035,-4.6448555858045,0.9505778216129793,2.5781031658702895,-0.7297005230678503,1.1524143438157293,1.0399902957175178,-9.717079997128135,T cells,Lean Control,S_2007_004028
S_2007_004216_T cells,1.5289241454089428,1.898980817177236,-0.9960380320210599,0.993247168252834,5.602897319545164,-3.6115390164946515,-0.4628218507589782,-3.6789859561242797,0.08284700385156768,3.2486636542366263,0.12263597084767097,1.3169918934639588,0.5440884175955006,-9.219702350389662,T cells,Lean Control,S_2007_004216
S_2007_004263_T cells,2.067349799662018,0.4563442831166587,-1.5570008627071121,2.2277754353037826,9.625688646302738,-1.708529012977293,0.014203230627112035,-4.6448555858045,0.9505778216129793,2.5781031658702895,-0.7297005230678503,1.1524143438157293,1.0399902957175178,-9.717079997128135,T cells,Lean Control,S_2007_004263
S_2103_004019_T cells,1.895211257072797,-0.9160257072515158,-0.7514884685424408,3.553224125595013,5.47903254526152,-1.4251128381285938,0.8409801233797706,-3.837003525677349,1.389007323263493,2.624024355476895,1.2132405015511287,0.904548183838882,-0.8463967794510701,-10.30971454592297,T cells,Type 1 Diabetes,S_2103_004019
S_2103_004028_T cells,1.8613176646504572,1.3156002947550969,-0.8741831986649055,1.0349673079107433,9.333526768950454,-2.530620659921023,-0.43213412674903545,-3.970261328978039,0.4290688889543889,2.5718707488424295,0.5607696379081183,1.4212703832046634,0.6437987099947496,-9.752048714559297,T cells,Type 1 Diabetes,S_2103_004028
S_2103_004037_T cells,2.716003017907924,-1.7623919300912616,-0.9262315191088023,2.2497366910025334,6.516368997181478,-0.7513836961581093,1.0693276591847178,-3.488514248188299,0.852671917002818,1.265782975085444,-0.3072365510615503,1.2428114023504,-0.5194630611238686,-10.73600035154824,T cells,Lean Control,S_2103_004037
S_2103_004046_T cells,-0.3814191695636086,2.4169622330238623,-0.8132676620427709,0.8920089821443313,4.879836778163249,-3.0387934849482803,-0.9990531322930094,-2.8030681924140066,0.2559956657187551,3.2872756347178003,1.3682943056398775,-0.13867325418500318,1.0022884388782507,-9.68848384443838,T cells,Lean Control,S_2103_004046
S_2103_004064_T cells,2.8251153792264865,-1.0359823246307225,-0.9896122539064992,0.6671435208068951,2.822615247274441,-0.0280603725978264,-0.818851981283701,-2.628870707025183,1.3871553964556071,1.4300889526967162,-0.3326494745514397,-1.2761761386632748,-1.7614138628822045,-8.398276202714538,T cells,Type 1 Diabetes,S_2103_004064
S_2103_004073_T cells,2.3241525953854296,-1.2431183870875566,-1.6159070065426895,1.7304218264284101,7.205718786758496,-1.9644445722343646,1.0595352939306155,-2.576068482951784,0.7178843074107729,1.075869448204436,0.2897107919398158,1.599744154418662,0.7431472125518872,-10.929022836083956,T cells,Type 1 Diabetes,S_2103_004073
S_2103_004091_T cells,2.452575650321286,-0.8537957371859446,-1.5463861630089217,2.1321284057369545,7.7039630016214575,-0.7727008755428806,2.176381848044833,-2.4744139411495123,0.9387078709774741,0.87494909682533,-0.8711384731312768,1.3775663619844845,0.38243049276078284,-10.273639268441801,T cells,Lean Control,S_2103_004091
S_2103_004100_T cells,2.696368190981194,1.4871373021277439,-2.895204920276534,1.119682592189173,6.9506071362320725,-3.205784248642859,-2.9533435772791474,-6.369794791993096,1.2545947757511493,3.77041059464003,0.2787790262892727,-0.6889060573912132,-0.5008337308365214,-8.864036337226688,T cells,Type 1 Diabetes,S_2103_004100
S_2103_004109_T cells,4.100142264899284,-0.8208477724574753,-1.2440743181604177,2.239351320144838,6.789253508483288,-0.7787753823068024,1.8732751420223335,-1.938094291805935,2.8651275874567133,-0.12283565887873049,-0.7822072440039456,1.2788067952678053,0.18127367119614496,-9.868581762813298,T cells,Type 1 Diabetes,S_2103_004109
S_2103_004118_T cells,3.081739699368774,-1.680229956129846,-1.305044249507512,2.319371187732871,5.900186873251447,-0.8762106625754231,0.2529998262842137,-2.3969510435489627,-0.25554076297035083,1.6210617943201657,-0.13632153388961435,2.491471225672167,-0.05861307302244908,-11.19848266764122,T cells,Type 1 Diabetes,S_2103_004118
S_2103_004127_T cells,1.1073937940859961,-1.0511411343827748,-1.5122805245454427,2.3893538748771417,8.328792679732027,-2.6734414744193695,-0.8894334250795829,-3.407326724015424,-0.07423227318843947,2.381412034343164,0.39335330079091163,0.6392084625114736,0.3125570965551476,-9.943058880838716,T cells,Lean Control,S_2103_004127
S_2103_004145_T cells,2.5367653773314554,-3.288566920538463,-1.698794753653955,2.1216235101207017,7.187574714662054,-0.0883862931089237,1.5668420898263153,-2.729426245199346,0.32795507605980284,1.1137391785334567,-0.8761432975086312,1.1525194048878835,-0.7284685126439601,-11.15853519551822,T cells,Type 1 Diabetes,S_2103_004145
S_2103_004154_T cells,2.747530058354882,-1.9495612854550946,-1.5901539502753497,1.181668071581454,12.784594333951311,-0.2707489546281323,1.3311468181928088,-3.2037697882827048,0.4390216284860577,1.7195038669999634,-0.31898738888172207,1.6131914433449202,0.7038599876937934,-11.439582826072971,T cells,Type 1 Diabetes,S_2103_004154
S_2103_004163_T cells,2.072318397952387,-1.118465784980045,-1.4414229517280703,2.3844180083873283,8.23939115166945,-0.6301609083802934,0.3653661162619574,-4.202660035015784,0.3274788483024318,2.277143673659523,-0.4665683844990947,1.2217847771582269,0.7128922604638855,-9.308758610768457,T cells,Type 1 Diabetes,S_2103_004163
S_2103_004181_T cells,2.334508407777775,-1.3653990079478153,-1.7444523572931931,2.1762893642770265,10.203087814993074,-0.6885387950418035,1.3011665417517206,-4.231814033126833,0.5436846956246706,1.432867020091053,-1.046916658418784,1.1545095001322794,0.5583813855681665,-10.107082511366484,T cells,Type 1 Diabetes,S_2103_004181
S_2107_023520_T cells,3.2205906215614553,-0.952942680580119,-1.602314462374606,3.1603097217383644,6.916709793540903,-0.24412485593028682,1.1159801205054396,-2.9206084864790673,1.4398988824262031,1.2974912573910393,-0.4995531883243191,0.43250560104599306,0.372552963309819,-10.450405646636469,T cells,Type 1 Diabetes,S_2107_023520
S_2107_023538_T cells,2.6057161942858555,-0.7553402709517572,-0.8606190382445229,2.379546415662373,8.023686047331998,-0.9865404860619418,0.22433630764656143,-3.444373541967347,1.2988958207118748,1.9465471782051018,-0.21849106282069802,1.591843814252667,0.6664197394833371,-9.85657933420939,T cells,Lean Control,S_2107_023538
S_2107_023547_T cells,2.614245074554858,-1.8158298809968014,-2.91515262371562,2.342871781185791,11.053159321539502,-2.8965275378419126,0.7202652282687524,-3.6215877475828147,1.182188195573733,1.1927893384334123,-1.4171519717002163,1.4756488415111544,-0.36293374485370467,-9.75315236864297,T cells,Type 1 Diabetes,S_2107_023547
S_2107_023556_T cells,3.4936898325020818,-1.9304819569467928,-1.7615855328902377,3.1418847584086835,8.522372410165245,-0.6446736516877413,1.8740432409287242,-2.919074948428208,1.2392643265467749,1.5295735471952165,0.06651882481003847,0.8071960834051983,0.8014299587116185,-10.808325779619905,T cells,Lean Control,S_2107_023556
S_2107_023592_T cells,2.8928059849416408,-2.274826735789698,-2.251350312779129,3.4197807175026185,7.294415110962981,-2.5892838724439837,0.10698679046039547,-3.8575248628118333,0.7170242202891862,1.7386425025814192,-0.4068118630222453,0.13698882830772038,0.42657937656349754,-10.278702428689666,T cells,Type 1 Diabetes,S_2107_023592
S_2107_023610_T cells,2.578773912703601,-1.0883125542136494,-2.0730726960405526,1.398904170805019,8.833648183314331,-1.1641892557108455,1.2015876846696987,-3.211165645998312,0.6003623773457872,1.6547827077073636,-0.6191199709755553,1.4515125080070086,0.1442456820980363,-10.683795019722927,T cells,Type 1 Diabetes,S_2107_023610
S_1907_004567_VSMC/P,3.078099738524473,-0.511764200053084,-1.4015663390148865,5.493398822359022,6.1378633699381755,-4.4844290858658855,-2.2204220301251847,-6.323118486081073,10.382641232764447,3.0817177956345754,-2.125666534434541,-0.15582876700995746,-0.8677591159002743,-6.568407624424962,VSMC/P,Type 1 Diabetes,S_1907_004567
S_1907_004614_VSMC/P,3.5429914866832757,0.8875526977286633,-1.5183666551432122,3.364063649757562,4.969232500516103,-5.105438438451257,-2.8781196802676545,-4.8566063926271035,11.068351208495306,3.582097913676425,-1.5597414547486532,-0.9721032603113131,-0.9349270975912934,-8.046675543441427,VSMC/P,Type 1 Diabetes,S_1907_004614
